relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_journal.pone.0053365.pdf_397_397_9_9_31_33	AK/HP:0001712|Left ventricular hypertrophy	{9}	{31,32,33}	{Otterstad,JE,",",Froeland,G,",","\\\\",/,Vasenius,AK,",",Knutsen,Kl,"\\\\",’,I,",",Nlichelsen,S,",",et,al.,(,l99l,),Validity,of,the,ECG,Diagnosis,of,Left,Ventricular,Hypertrophy,in,Normotensive,and,lVIoderately,Hypertensive,l,"\\\\",’,Ien,Using,the,Echocardiographic,Assessment,of,Left,Ventricular,Nlass,Index,as,Reference,.}	{"British Cardiac Society 89 : 293 — 298 .","7 ."}	{"Journal of Human Hypertension 5 : l0lel06 ."}	0.002
RELATION_GENEHPOTERM_journal.pgen.1001332.pdf_21_21_29_29_39_39	HAS2/HP:0001945|Fever	{29}	{39}	{Citation,:,Olsson,M,",",Meadows,JRS,",",Truvé,K,",",Rosengren,Pielberg,G,",",Puppo,F,",",et,al.,(,2011,),A,Novel,Unstable,Duplication,Upstream,of,HAS2,Predisposes,to,a,BreedDeﬁning,Skin,Phenotype,and,a,Periodic,Fever,Syndrome,in,Chinese,Shar-Pei,Dogs,.}	{"The strong selection for the skin phenotype therefore appears to enrich for a pleiotropic mutation predisposing these dogs to a periodic fever syndrome .","The identification of HA as a major risk factor for this canine disease raises the potential of this glycosaminoglycan as a risk factor for human periodic fevers and as an important driver of chronic inflammation ."}	{"PLoS Genet 7 ( 3 ) : e1001332 .","doi :10.1371 / journa | ."}	0.484
RELATION_GENEHPOTERM_journal.pone.0079568.pdf_292_292_10_10_30_32	XS/HP:0004836|Acute promyelocytic leukemia	{10}	{30,31,32}	{Shen,ZX,",",Chen,GQ,",",Ni,JH,",",Li,XS,",",Xiong,SM,et,al.,(,1997,),Use,of,arsenic,trioxide,(,As203,),in,the,treatment,of,acute,promyelocytic,leukemia,(,APL,),:,II,.}	{"PubMed : 4947831 .","7 ."}	{"Clinical efﬁcacy and pharmacokinetics in relapsed patients .","Blood 89 : 3354-3360 ."}	0.002
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0079016.pdf_206_206_30_30_42_42_UNSUP	CS/HP:0002097|Emphysema	{30}	{42}	{Comparison,of,Po,|,y,(,|,:,C,),Impact,in,Mice,with,Different,Susceptibilities,to,CS,—,induced,Emphysema,After,Exposure,to,CS,To,determine,the,effects,of,CS,and,poly,(,I,:,C,),on,the,progression,of,emphysema,",",C57Bl,/,6,mice,",",which,are,susceptible,to,the,development,of,CS,—,induced,emphysema,[,37,],",",were,exposed,to,CS,or,air,for,forty-ﬁve,days,.}	{gOO4,Results}	{"Poly ( I : C ) or saline was administered into the lungs seven times ( days 22 , 25 , 29 , 32 , 36 , 39 , and 43 ) ( Figure 1C ) .","The Lm , DI , SD and CV in the terminal airspace sizes were signiﬁcantly increased in the mice exposed to CS and poly ( I : C ) ( Figure 2 and Figure S1 ) , indicating that this combination of agents contributed to airspace enlargement , the destruction of alveolar walls and increased spatial heterogeneity , which is a structural feature of progressive emphysema [ 38 ] ."}	0
RELATION_GENEHPOTERM_journal.pone.0006203.pdf_620_620_53_56_59_59	transforming_growth_factor_beta/HP:0100324|Scleroderma	{53,54,55,56}	{59}	{Leask,A,",",Abraham,DJ,",",Finlay,DR,",",Holmes,A,",",Pennington,D,",",Shi-W,’,en,X,",",Chen,Y,",",Venstrom,K,",",Dou,X,",",Ponticos,IVI,",",Black,C,",",Bernal,),eu,C,",",Jackman,JK,",",Findell,PR,",",Connolly,NIK,(,2002,),Dysregulation,of,transforming,growth,factor,beta,signaling,in,scleroderma,:,overexpression,of,endoglin,in,cutaneous,scleroderma,fibroblasts,.}	{"Roberts AB , Sporn l \\\\ ’ IB , Assoian RK , Smith JIVI , Roche NS , VVakefield Ll \\\\ ’ I , Heine UI , Liotta LA , Falanga V , KehrlJH , Fauci AS ( 1986 ) Transforming growth factor type beta : rapid induction of fibrosis and angiogenesis in vivo and stimulation of collagen formation in vitro .","Proc Natl Acad Sci USA 83 : 416744171 ."}	{"Arthritis Rheum 46 : 185741865 .","Kaur H , Chaurasia SS , de lVIedeiros FVV , Agrawal V , Salomao MQ et al. ( 2008 ) Corneal stroma PDGF blockade and myoﬁbroblast development ."}	0.806
RELATION_GENEHPOTERM_journal.pone.0018863.pdf_285_285_14_14_27_27	PL/HP:0001903|Anemia	{14}	{27}	{Haymann,JP,",",Stankovic,K,",",Levy,P,",",Avellino,V,’,",",Tharaux,PL,",",et,al.,(,2010,),Glomerular,hyperfltration,in,adult,sickle,cell,anemia,:,a,frequent,hemolysis,associated,feature,.}	{"Blood Cells l \\\\ ’ 1o1 Dis 45 : 289 — 292 .",.}	{"C1inJ Am Soc Nephrol 5 : 756 — 761 .",.}	0.032
RELATION_GENEHPOTERM_journal.pone.0078924.pdf_115_115_28_28_30_30	COPD/HP:0002099|Asthma	{28}	{30}	{Table,4,shows,the,hazard,ratio,of,the,occurrence,of,TB,among,all,of,the,participants,after,adjusting,for,potential,confounders,",",such,as,age,",",sex,",",COPD,",",asthma,",",bronchiectasis,and,type,2,diabetes,.}	{"The attributable fraction ( population ) % among females and males were estimated to be 3.03 and 4.09 , respectively .","The attributable fraction ( exposed ) % among females and males were estimated to be 28.6 and 32.6 , respectively ."}	{"The factors signiﬁcantly associated with incident tuberculosis were age ( HR : 1.04 , 95 % CI : l. 04 : l. 04 ) , male gender ( HR : 1.83 , 95 % CI : 1.73 — l. 94 ) , bronchiectasis ( HR : 2.36 , 95 % CI : 2.11 — 2.63 ) , COPD ( HR : 1.37 , 95 % CI :1.23 — 1.39 ) and asthma ( HR : 1.12 , 95 % CI :1.04 — 1.20 ) .","Type 2 diabetes ( HR : 1.31 , 95 % CI :1.23 ~ 1.39 ) was signiﬁcantly associated with incident tuberculosis after adjusting age , sex , bronchiectasis , COPD , and asthma ."}	0
RELATION_GENEHPOTERM_journal.pntd.0002546.pdf_29_29_36_36_16_17	LPA/HP:0002313|Spastic paraparesis	{36}	{16,17}	{I,were,older,(,51,vs.,47,years,),",",had,a,higher,prevalence,of,myelopathy/tropical,spastic,paraparesis,(,HAM/TSP,),(,75,%,),",",and,had,an,increased,ﬁrst,HTLV-1,proviral,load,and,basal,LPA,compared,with,patients,without,SD,.}	{"HTLV .","— ."}	{"— .","HTLV ."}	0.27
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_44545.pdf_1265_1265_6_6_1_2_UNSUP	RP3/HP:0000510|Retinitis pigmentosa	{6}	{1,2}	{X-linked,retinitis,pigmentosa,",",putative,locus,RP3,",",physical,mapping,by,pulsed-ﬁeld,gel,electrophoresis,(,human,),",",11,",",263}	{"X-linked liver glycogenosis , due to phosphorylase kinase deficiency ,","mapping to Xp22 ( human ) , 9 , 565"}	{"YT blood group , assignment to 7q ( human ) , 11 , 165 zein 27-kDa , sequence variation between alleles : evidence for two types of copy correction ( maize ) , 11 , 849 nucleotide sequences of cDN A clones ZG14 , ZG15 , and ZG35 , evolutionary implications ( maize ) , 10 , 719","Zfy fusion , transcribed , formation , role of interstitial deletion in murine Y chromosomal DNA , 11 , 601"}	0.972
RELATION_GENEHPOTERM_journal.pone.0014687.pdf_383_383_21_21_27_27	MMP2/HP:0001059|Pterygium	{21}	{27}	{Protein,level,and,localization,",",as,well,as,transcript,level,of,transglutaminase,2,(,TGM-2,),",",matrix,metalloproteinase,2,(,MMP2,),",",and,CD24,in,pterygium,compared,to,conjunctiva,.}	{"Conjunctiva Pterygium","Figure 3 ."}	{"( A ) Fold change of TGM — 2 , MMP — 2 , and CD24 gene transcript in the pterygium tissue relative to the conjunctiva tissue .","Height of the bars represents mean value and error bars represent standard error of the mean ."}	0.094
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0025269.pdf_550_550_9_9_2_3_UNSUP	TEM/HP:0003736|Autophagic vacuoles	{9}	{2,3}	{Quantification,of,autophagic,vacuoles,by,transmission,electron,microscopy,(,TEM,),Immediately,after,cell,culture,treatments,were,complete,media,was,aspirated,and,2.5,%,glutaraldehyde,fixative,[,10,ml,25,%,glutaraldehyde,(,EMS,",",Fort,Washington,",",PA,),",",50,ml,0.2,M,cacodylate,buffer,",",pH,7.4,",",40,ml,distilled,water,],was,added,to,wells,.}	{"To assess the autophagic ﬂux between control , palmitic acid and / or exendin-4 , ratio of the densitometry values of LC3-II bands of baﬁlomycin treated samples to respective baﬁlomycinfree samples was taken .","The results thus obtained were plotted on a histogram to determine the change in the ﬂux ."}	{"Cells were left in fixative for a minimum of 2 hours at 4 ° C. Cells were then washed twice with 0.1 M cacodylate buffer at room temperature with agitation for 5 min .","Following washes , 1 % osmium fixative [ 2 parts 0.2 M cacodylate buffer , 1 part 6 % potassium ferrocyanide ( Sigma ) , 1 part 4 % osmium tetroxide ( EMS ) ] was added to cells and cells were left at room temperature for 1 h. Cells were then washed twice with 0.1 M cacodylate buffer , pH 7.4 , at room temperature with agitation for 5 min ."}	0.004
RELATION_GENEHPOTERM_journal.pone.0022568.pdf_14_14_39_39_20_20	CBS/HP:0002045|Hypothermia	{39}	{20}	{Finally,",",serotonin,and,dopamine,pretreatment,of,rat,lung,",",kidney,",",liver,and,heart,prior,to,24,h,of,hypothermia,at,3,°,C,followed,by,30,min,of,rewarming,at,37,°,C,upregulated,the,expression,of,CBS,",",strongly,reduced,caspase,activity,and,maintained,the,physiological,pH,compared,to,untreated,tissues,.}	{"— .","phosphate also protected cells from hypothermic damage ."}	{"Thus , dopamine and serotonin protect cells against hypothermia/rewarming induced damage by increasing H25 production mediated through CB5 .","Our data identify a novel molecular link between biogenic amines and the H25 pathway , which may profoundly affect our understanding of the biological effects of monoamine neurotransmitters ."}	0
RELATION_GENEHPOTERM_journal.pone.0015540.pdf_710_710_9_9_30_31	IK/HP:0001402|Hepatocellular carcinoma	{9}	{30,31}	{Sung,YK,",",Hwang,SY,",",Park,l,"\\\\",IK,",",Bae,HI,",",Kim,VVH,",",et,al.,(,2003,),Fatty,acid-COA,ligase,4,is,overexpressed,in,human,hepatocellular,carcinoma,.}	{"Cancer Res 61 : 842948434 .","4 ."}	{"Cancer Sci 94 : 4214424 .",".5 ."}	0
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0002369.pdf_623_623_7_7_34_34_UNSUP	RL/HP:0002014|Diarrhea	{7}	{34}	{Zhang,S,",",Kingsley,RA,",",Santos,RL,",",Andrews,~,Polymenis,H,",",Raffatellu,IVI,",",et,al.,(,2003,),1,"\\\\",’,Iolecular,pathogenesis,of,Salmonella,enterica,serotype,typhimurium,»,induced,diarrhea,.}	{"Friebel A , Ilchmann H , Aepfelbacher IVI , Ehrbar K , lVIachleidt VV , et al. ( 2001 ) SopE and SopE2 from Salmonella typhimurium activate different sets of RhoGTPases of the host cell . ]","Biol Chem 276 : 34035434040 ."}	{"Infect Immun 71 : 1412 .","Huang FC , VVerne A , Li Q , Galyov EE , \\\\ / Valker VVA , et al. ( 2004 ) Cooperative interactions between ﬂagellin and SopE2 in the epithelial interleukin-8 response to Salmonella enterica serovar typhimurium infection ."}	0
RELATION_GENEHPOTERM_journal.pone.0018085.pdf_325_325_15_15_33_33	NF/HP:0009592|Astrocytoma	{15}	{33}	{(,D,),Coned,—,down,view,of,the,DNA,promoter,biding,activity,of,activated,NF,—,r,<,B,in,nuclear,extracts,of,the,NF,—,r,<,B,in,the,CT-2A,astrocytoma,under,AL,and,CR,condition,.}	{"Two representative samples are shown for each tissue type .","( C ) Evaluation of the extent of DNA proinflammatory gene promoter binging activity by activated NF — r < B in nuclear extracts of CT-2A under AL and CR condition ."}	{"The histogram illustrates the average relative expression of activated NF — r < B in the indicated tissue .","Values are expressed as normalized means : S.E.M of 4-5 independent tissue samples/group ."}	0.042
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0031036.pdf_3_3_5_5_14_15	EYS/HP:0000510|Retinitis pigmentosa	{5}	{14,15}	{Two,Novel,Mutations,in,the,EYS,Gene,Are,Possible,Major,Causes,of,Autosomal,Recessive,Retinitis,Pigmentosa,in,the,Japanese,Population}	{"\\" @ ‘ PLOS one","OPEN 8 ACCESS Freely available online"}	{"Katsuhiro Hosono ‘ * , Chie Ishigami ’ , Masayo Takahashiz , Dong Ho Park3 , Yasuhiko Hirami ‘ , Hiroshi Nakanishis , Shinji Ueno ° , Tadashi Yokoi7 , Akiko Hikoya ' , Taichi Fujita1 , Yang Zhao1 ' 8 , Sachiko Nishina7 , Jae Pil Shin3 , In Taek Kim3 , Shuichi Yamamotog , Noriyuki Azuma7 , Hiroko Terasaki ° , Miho Sato ' , Mineo Kondo ° , Shinsei Minoshimas , Yoshihiro Hotta '","1 Department of Ophthalmology , Hamamatsu University School of Medicine , Hamamatsu , Japan , 2 Laboratory for Retinal Regeneration , RIKEN Center for Developmental Biology , Kobe , Japan , 3 Department of Ophthalmology , Kyungpook National University Hospital , Daegu , Korea , 4 Department of Ophthalmology , Institute of Biomedical Research and Innovation Hospital , Kobe , Japan , 5Department of Otolaryngology , Hamamatsu University School of Medicine , Hamamatsu , Japan , 6Department of Ophthalmology , Nagoya University Graduate School of Medicine , Nagoya , Japan , 7 Department of Ophthalmology and Laboratory of Cell Biology , National Center for Child Health and Development , Tokyo , Japan , 8Department of Photomedical Genomics , Basic Medical Photonics Laboratory , Medical Photonics Research Center , Hamamatsu University School of Medicine , Hamamatsu , Japan , 9 Department of Ophthalmology and Visual Science , Chiba University Graduate School of Medicine , Chiba , Japan"}	0.934
RELATION_GENEHPOTERM_journal.pone.0070812.pdf_775_775_16_16_37_39	FR/HP:0004808|Acute myeloid leukemia	{16}	{37,38,39}	{Stirewalt,DL,",",Kopecky,K,],",",l,"\\\\",’,1eshinchi,S,",",Appell,),aum,FR,",",Slovak,NIL,",",et,al.,(,2001,),FLT3,",",RAS,",",and,TP53,mutations,in,elderly,patients,with,acute,myeloid,leukemia,.}	{"List AF , Kopecky KJ , VVillman CL , Head DR , Persons DL , et al. ( 2001 ) Beneﬁt of cyclosporine modulation of drug resistance in patients with poor-risk acute myeloid leukemia : a Southwest Oncology Group study .","Blood 98 : 3212 * 3220 ."}	{"Blood 97 : 3589 * 3595 .","Stirewa_lt DL , Kopecky KJ , l \\\\ ’ 1eshinchi S , Enge1JH , Pogosova-Agadjanyan EL , et al. ( 2006 ) Size of FLT3 internal tandem duplication has prognostic signiﬁcance in patients with acute myeloid leukemia ."}	0.01
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_50994.pdf_156_156_7_7_48_48_UNSUP	elastin/HP:0002097|Emphysema	{7}	{48}	{Using,genetically,modiﬁed,mouse,strains,that,express,elastin,at,different,levels,",",it,was,recently,shown,that,lung,development,was,adversely,affected,in,mice,with,the,lowest,levels,of,elastin,and,",",further,",",that,animals,with,intermediate,levels,",",although,initially,developing,normal,alveoli,",",developed,worse,emphysema,than,mice,with,normal,levels,when,exposed,to,cigarette,smoke,[,39,],.}	{"Elastic ﬁber structure is altered with fragmented appearance [ 3 ] , which is reminiscent of BPD .","Elastin degradation is therefore a common feature to BPD and emphysema , and although elastin synthesis is present , elastic ﬁber assembly seems to be disrupted in both conditions ."}	{"An emphysema — like phenotype has also been described in mice lacking LOX [ 40 ] , ﬁbrillin-1 [ 41 ] or ﬁbulin-5 [ 42 ] .","Deﬁcient elastogenesis therefore seems to predispose to emphysema and to increase susceptibility to smoke injury ."}	0.966
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0061497.pdf_156_156_52_52_46_46_UNSUP	HR/HP:0002090|Pneumonia	{52}	{46}	{Only,older,age,remained,signiﬁcant,in,the,multivariate,model,after,adjusting,for,BMI,",",hypertension,",",cardiovascular,disease,",",stroke,",",DBP,",",MAP,",",eGFR,",",CRP,",",and,serum,albumin,",",which,showed,that,every,10year,increase,in,age,increased,the,risk,of,a,pneumonia,event,by,63,%,(,HR,",",1.63,;,95,%,CI,",",1.35-1,.96,;,P,<,0.001,),.}	{"The predictors of pneumonia for the non-DN group are summarized in Table 4 .","Signiﬁcant variables included age and DBP by univariate Cox regression analysis ."}	{"Pneumonia and survival Fatal events were registered during follow-up .","A total of 164 patients died and 21 deaths were pneumonia related ."}	0.006
RELATION_GENEHPOTERM_SCPDFS_19644.pdf_462_462_4_4_10_11	MTH1/HP:0000819|Diabetes mellitus	{4}	{10,11}	{Association,study,of,human,MTH1,gene,polymorphisms,with,type,1,diabetes,mellitus,.}	{"Miyako , l ( .",", Kohno , H. , lhara , K. , Kuromaru , R. , Matsuura , N. , Hara , T. , 2004 ."}	{"Endocr .","J. 51 , 493-498 ."}	0.738
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0048849.pdf_364_364_0_0_16_16_UNSUP	ESR/HP:0002861|Melanoma	{0}	{16}	{ESR,signal,recorded,in,human,parafﬁn-embedded,nevi,was,markedly,lower,than,ESR,signal,recorded,in,human,melanoma,sections,(,Fig,.}	{"2B ) .","This signal appeared to be stable for at least 14 days upon freezing , suggesting that the conditions of preservation of the mouse tumours allowed successful measurements repeated in time ."}	{"QC ) , further supporting the hypothesis that , under our experimental conditions , endogenous ESR signal may be related to qualitative melanin differences occurring particularly in melanoma .","[ l0 ,55 — 58 ] ."}	0.004
RELATION_GENEHPOTERM_journal.pone.0071958.pdf_303_303_22_22_28_28	PHF11/HP:0002099|Asthma	{22}	{28}	{Gao,J,",",Li,VV,",",Wlillis-Owen,SA,",",Jiang,L,",",lVIa,Y,",",et,al.,(,2010,),Polymorphisms,of,PHF11,and,DPP10,are,associated,with,asthma,and,related,traits,in,a,Chinese,population,.}	{"Liu X , Beaty TH , Deindl P , Huang SK , Lau S , et al. ( 2004 ) Associations between speciﬁc serum IgE response and 6 variants within the genes IL4 , IL13 , and IL4RA in German children : the German Nlulticenter Atopy Study .","J Allergy Clin Immunol 113 : 489495 ."}	{"Respiration 79 : 17424 .","Kovac K , Dodig S , Tjesic-Drinkovic D , Raos NI ( 2007 ) Correlation between asthma severity and serum IgE in asthmatic children sensitized to Dermatophagoides pteronyssinus ."}	0.65
RELATION_GENEHPOTERM_journal.pone.0031241.pdf_38_38_51_51_54_55	CD/HP:0100279|Ulcerative colitis	{51}	{54,55}	{Inﬂammatory,Bowel,Disease,(,IBD,),represents,-,a,chronic,relapsing,disorder,of,the,gastrointestinal,(,GI,),tract,affecting,over,6.6,million,individuals,in,the,US,and,Europe,`,I,+,A,signiﬁcant,risk,factor,for,colorectal,cancer,",",IBD,is,stratiﬁable,into,two,disorders,:,Crohn,’s,Disease,(,CD,),and,Ulcerative,Colitis,(,UC,),[,2,],.}	{"Despite enigmatic biological functions , global characterization of their distributions , size and genomic",Introduction}	{"Both these subtypes are characterized by inﬂammation of the digestive tract , with CD involving widespread inﬂammation of all layers of the GI tract while UC is characterized by localized inﬂammation of the colon .","Current modalities for the diagnosis of both the subtypes involve a combination of invasive endoscopic procedures and diverse clinical indices that provide only relative measures of disease severity and outcome ."}	0.002
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0025322.pdf_668_668_14_14_31_31_UNSUP	AS/HP:0100753|Schizophrenia	{14}	{31}	{VVilliams,LIVI,",",Das,P,",",Liddell,B,],",",Olivieri,G,",",Peduto,AS,",",et,al.,(,2007,),Fronto,~,limbic,and,autonomic,disjunctions,to,negative,emotion,distinguish,schizophrenia,subtypes,.}	{"Hall ] , VVhalley HC , lVIcKirdy ] V \\\\ 1 , Romaniuk L , 1 \\\\ ’ IcGonigle D , et al. ( 2008 ) Overactivation of fear systems to neutral faces in schizophrenia .","Biol Psychiatry 64 ( 1 ) : 70473 ."}	{"Psychiatry Res 155 ( 1 ) : 29444 .","Gur RE , Loughead ] , Kohler CG , Elliott l \\\\ ’ IA , Lesko K , et al. ( 2007 ) Limbic activation associated with misidentification of fearful faces and ﬂat affect in schizophrenia ."}	0.002
RELATION_GENEHPOTERM_journal.pone.0073734.pdf_74_74_27_27_12_13	FOXL2/HP:0012245|Sex reversal	{27}	{12,13}	{Several,genes,known,to,be,involved,in,sex,determination,or,SRY-negative,XX,sex,reversal,(,SOX3,",",SOX10,",",RSPO1,",",DMRT1,",",WT1,",",RSPO1,and,FOXL2,),were,inferred,not,to,be,linked,to,the,phenotype,in,the,present,intersex,roe,deer,by,sequencing,analyses,and,CNV}	{"Similar cases of SRY-negative XX sex reversal have been reported previously for dogs , goats , horses and pigs [ 12 — 15 ] but rarely in wild mammals , such as roe deer [ 5 ] .","A number of genes other than SRY ( e.g. WT1 ) have been reported as underlying causes of mammalian sex reversal in humans and mouse models [ 10 ] , but the genetic causes have usually remained elusive ."}	{"SOX9 Duplication Linked to Intersex in Deer","Table 1 ."}	0.52
RELATION_GENEHPOTERM_journal.pone.0055527.pdf_509_509_1_1_12_12	LP/HP:0009733|Glioma	{1}	{12}	{Taylor,LP,(,2010,),Diagnosis,",",treatment,",",and,prognosis,of,glioma,:,ﬁve,new,things,.}	{"Biophys ] , 92 : 3105421 .","5 ."}	{"Neurology , 75 : S28 — 32 .","6 ."}	0.002
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0037708.pdf_383_383_16_16_30_31_UNSUP	HD/HP:0002206|Pulmonary fibrosis	{16}	{30,31}	{Bjorker,],A,",",Ryu,],H,",",Edwin,NIK,",","l\\\\/Iyers",],L,",",Tazelaar,HD,",",et,al.,(,1998,),Prognostic,Signiﬁcance,of,Histopathologic,Subsets,in,Idiopathic,Pulmonary,Fibrosis,.}	{"Am ] Respir Crit Care l \\\\ ’ Ied 165 : 277-304 .","2 ."}	{"Am ] Respir Crit Care Nled 157 : 199-203 .","3 ."}	0.002
RELATION_GENEHPOTERM_journal.pone.0038429.pdf_63_63_3_3_11_12	APRIL/HP:0002202|Pleural effusion	{3}	{11,12}	{Moreover,",",soluble,APRIL,correlated,with,IFN-y,expression,level,in,the,pleural,effusion,of,patients,with,TP,",",which,suggests,that,the,correlation,between,APRIL,and,IFN-y,may,be,useful,for,predicting,tuberculosis,.}	{"Importantly , a subset of latent individuals ( with high IFN-y expression ) had transcriptional signatures similar to those of active tuberculosis patients [ 5 ] , In addition , we detected an increase in the expression of BAFF and APRIL during the disease stage , but not in latency population .","The strong expression levels of BAFF and APRIL in the pleural effusion of patients with tuberculosis pleurisy ( TP ) further indicated their effects on disease status and in extrapulmonary TB ."}	{"Materials and Methods","Subjects and Samples Healthy individuals with no history of tuberculosis disease , smear positive untreated pulmonary tuberculosis patients ( TB , n = 39 ) , and patients with tuberculosis pleurisy ( TP , n = 21 ) were recruited from the Tuberculosis hospital , China ."}	0.188
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0004788.pdf_206_206_46_46_58_58_UNSUP	CML/HP:0002665|Lymphoma	{46}	{58}	{EM-2,Human,CML,in,blast,crisis,A,‘,A,‘,—,M,+,HEL,Human,erythroleukemia,0101,+,M,+,JURKAT,Human,T,cell,leukemia,o‘02,—,M,+,K-562,Human,CML,in,blast,crisis,o,‘,o,‘,+,u,+,KCL,—,22,Human,CML,in,blast,crisis,A20,‘,—,M,+,RAJI,Human,Burkitt,lymphoma,o,‘,o,‘,—,M,+}	{"A80 genotyping , expression and methylation analysis of leukemic cell lines .","NAME TYPE GENO EXP METH 5-AZA"}	{"‘ TYPE ’ refers to the cell line type and Origin , ‘ GENO ’ refers to the ABO genotype , ‘ EXP ’ to ABO mRNA expression and ‘ METH ’ to the ABO promoter CpG island methylation status as determined by MS .","— ."}	0.028
RELATION_GENEHPOTERM_journal.pone.0002241.pdf_192_192_16_16_34_34	IL-4/HP:0002861|Melanoma	{16}	{34}	{Western,Blotting,PB-N,KP,and,control,cell,lines,were,usedzjurkat,cells,stimulated,for,30,min,with,IL-4,at,10,ng,/,ml,for,pSTAT-6,and,GATA3,",",HL60,cell,line,for,IL-21,and,FON,melanoma,cell,line,for,HLA-G,detection,.}	{"Cell permeabilization , intracellular staining and processing for confocal microscopy were performed as previously described [ 20 ] .","The slides were examined by confocal laser microscopy ( Leica TCS Confocal System , Wetzler , Germany ) ."}	{"PBL and IL-2-stimulated NK cells were used as negative controls .","Total cell lysates and pre-ﬁltered , lo-fold concentrated cell supernanants were subsequently processed for Western Blot analysis as previously described [ 20 ] ."}	0.046
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0046626.pdf_492_492_1_1_21_22_UNSUP	S3/HP:0009800|Maternal diabetes	{1}	{21,22}	{Table,S3,Odds,ratios,",",99,%,conﬁdence,intervals,",",and,P,values,of,Insulin,exposure,(,as,a,proxy,of,maternal,diabetes,),for,birth,defects,","}	{"Table S2 Odds ratios , 99 % conﬁdence intervals , and P values of Antiepileptics exposure for birth defects , according to three casecontrol approaches : HEALTHY , OECA and SICK designs .","( DOC )"}	{References,"1 ."}	0
RELATION_GENEHPOTERM_journal.pone.0064425.pdf_9_9_1_1_9_9	CD137/HP:0001909|Leukemia	{1}	{9}	{This,CD137,induction,was,more,prominent,in,chronic,Iymphocytic,leukemia,(,CLL,),cells,than,in,other,types,of,B,cells,.}	{"This molecule provides a co — stimu | atory signal that enhances the survival , and differentiation of cells , and has a crucial role in the development of CD8 cytotoxic T cells and anti — tumor immunity .","Here we report that CD137 expression is also induced on normal or malignant human B cells by CD40 ligation by its ligand CD154 ."}	{"CD137 stimulation on B cells by its ligand induced the nuclear translocation of p52 ( a non — canonica | NF-KB factor ) .","In agreement with this finding , expression of the survival factor BCL ."}	0.016
RELATION_GENEHPOTERM_journal.pmed.0010008.pdf_62_62_18_18_9_9	CCR4/HP:0002099|Asthma	{18}	{9}	{Immunoﬂuorescent,analysis,of,airway,mucosal,biopsies,in,patients,with,asthma,showed,that,most,T,cells,co-express,IL-4,and,CCR4,",",but,",",in,contrast,",",T,cells,in,airways,of,patients,with,COPD,and,pulmonary,sarcoidosis,produce,IFN-y,and,express,high,levels,of,CXCR3,",",while,lacking,CCR4,expression,[,26,],.}	{"T helper 1 ( Th1 ) cells have been shown to secrete interleukin 2 and interferon gamma ( IFN-y ) , and express a distinct repertoire of chemokine receptors such as CCR5 and CXCR3 [ 19,20,21 ] .","In contrast , Th2 cells that are biased to produce IL-4 and IL-5 express mainly CCR4 and CCR3 [ 22,23,24,25 ] ."}	{"In addition to T cells , a wide variety of other inﬂammatory cells have been shown to express distinct chemokine receptors that are critical for their homing , suggesting a universal mechanism for regulating immune responses .","Interferon-inducible protein 10 ( IP10 ) , monokine induced by interferon gamma ( MIG ) , and interferon-inducible T cell alpha chemoattractant ( I-TAC ) are three known ligands for CXCR3 produced by normal and injured epithelial cells and T cells that are required for homing of Th1 cells [ 27,28,29 ] ."}	0.024
RELATION_GENEHPOTERM_journal.pone.0077537.pdf_652_652_18_20_12_12	cyclin-dependent_kinase_inhibitor/HP:0001909|Leukemia	{18,19,20}	{12}	{Wu,J,",",Lingrel,JB,(,2004,),KLF2,inhibits,Jurkat,T,leukemia,cell,growth,via,upregulation,of,cyclin-dependent,kinase,inhibitor,p21WAF1/CIP1,.}	{"doi :10.1038 / 90633 .","PubMed : 11477405 ."}	{"Oncogene 23 : 8088-8096 .","doi :10.1038 / sj ."}	0.998
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0049305.pdf_442_442_16_16_4_4_UNSUP	CD19/HP:0002665|Lymphoma	{16}	{4}	{B,),B,cell,lymphoma,incidence,was,determined,in,p53,',e,"\\"","\\"",e,"\\"",CD19,.}	{"Cre * and p53 ' e \\" / ' e \\" CD19 — Cre ’ mice were isolated from splenocytes with MACS systems .","The purified B cells were irradiated and cultured for three hours at 37 “ C. The lysates of B cells were immunoblotted with anti — p53 antibodies ."}	{"— .","Cre \\" and p53 ' e \\" / ' e \\" CD19 ."}	0.976
