relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation	gene_expectation	hpoterm_expectation	features	weights
RELATION_GENEHPOTERM_journal.pone.0007591.pdf_39_39_29_29_34_36	EDA/HP:0007607|Hypohidrotic ectodermal dysplasia	{29}	{34,35,36}	{Mutations,affecting,signalling,through,the,cell,surface,receptor,EDAR,(,OMIM,#,604095,),",",either,by,mutation,of,EDAR,itself,or,of,the,genes,encoding,its,interaction,partners,EDA,or,EDARADD,",",cause,hypohidrotic,ectodermal,dysplasia,(,also,known,as,anhidrotic,ectodermal,dysplasia,or,Christ-Siemens-Touraine,syndrome,),[,2,],.}	{"n PLoS ONE | www .","p | osone.org the result that single gene mutations can have pleiotropic effects on multiple glands , and also on the distribution and structure of teeth and hairs ."}	{"Outwardly , hypohidrotic ectodermal dysplasia ( HED ) in humans is characterised by the presence of sparse hair , the absence of many teeth and the peg-like or conical shape of the teeth that do develop .","In addition to these externally visible characteristics , HED also results in an absence of eccrine sweat glands and the reduction or absence of the many glands that secrete onto the surfaces of the craniofacial region ( eyes , nasal passage , mouth and upper airway ) ."}	0.964	1	1	{VERB_[cause],INT_NGRAM_[or]_[cause],MIN_VERB_GENE_[encode]_HPO_[cause],DEP_PATH_[xcomp-xcomp|encode-dep|affect@nn-dobj|(],EXT_NGRAM_[partner]_[(],"WORD_SEQ_[or EDARADD , cause]","POS_SEQ_[CC_NNP_,_VBP]","WORD_SEQ_NER_[or EDARADD , cause]"}	{1.78554,0.829686,0.734563,0,0,0,0,0}
RELATION_GENEHPOTERM_journal.pone.0096391.pdf_345_345_21_21_32_33	CTNNB1/HP:0100245|Desmoid tumors	{21}	{32,33}	{Le,Guellec,S,",",Soubeyran,I,",",Rochaix,P,",",Filleron,T,",",Neuville,A,",",et,al.,(,2012,),CTNNB1,mutation,analysis,is,a,useful,tool,for,the,diagnosis,of,desmoid,tumors,:,a,study,of,260,desmoid,tumors,and,191,potential,morphologic,mimics,.}	{"Bhattacharya B , Dilworth HP , Iacol ) uzio-Donahue C , Ricci F , V \\\\ lel ) er K , et al. ( 2005 ) Nuclear l ) eta ~ catenin expression distinguishes deep fibromatosis from other benign and malignant ﬁbroblastic and myofibroblastic lesions .","AmJ Surg Pathol 29 : 653 — 659 ."}	{"lVIod Pathol 25 : 1551 — 1558 .","doi :10.1038 / modpathol .2012.115 ."}	0.996	0.98	0.998	{INT_NGRAM_[mutation]_[of],BETW_2_GRAM_[mutation_analysis],EXT_NGRAM_[)]_[:],MIN_VERB_[be],BETW_2_GRAM_[for_the],SINGLE_VERB_[be],BETW_2_GRAM_[useful_tool],BETW_2_GRAM_[tool_for],BETW_2_GRAM_[diagnosis_of],BETW_2_GRAM_[a_useful],BETW_2_GRAM_[be_a],BETW_2_GRAM_[the_diagnosis],BETW_2_GRAM_[analysis_be]}	{3.28846,3.03169,2.42045,-0.992551,-0.783011,-0.49024,-0.41208,-0.274469,-0.176015,-0.0838141,-0.0409078,0.0309618,0.013879}
RELATION_GENEHPOTERM_SUP_MAP_journal.pbio.1001427.pdf_773_773_27_27_31_31	TUBB2B/HP:0002126|Polymicrogyria	{27}	{31}	{Jaglin,XH,",",Poirier,K,",",Saillour,Y,",",Buhler,E,",",Tian,G,",",et,al.,(,2009,),Nfutations,in,the,beta,~,tubulin,gene,TUBB2B,result,in,asymmetrical,polymicrogyria,.}	{"l \\\\ ’ Iol Psychiatry 16 : 97 — 107 .",.}	{"Nat Genet 41 : 746 — 752 .","Vargha ~ Khadem F , Gadian DG , Copp A , l \\\\ Iishkin IVI ( 2005 ) FOXP2 and the neuroanatomy of speech and language ."}	0.968	0.18	0.476	{EXT_NGRAM_[gene]_[.],"WORD_SEQ_NER_[result in asymmetrical]",INT_NGRAM_[result]_[asymmetrical],"WORD_SEQ_[result in asymmetrical]",MIN_VERB_[result],POS_SEQ_[VBP_IN_JJ],DEP_PATH_[nsubj@prep_in],SINGLE_VERB_[result]}	{1.32919,0.800116,0.800116,0.800116,-0.652669,0.42288,-0.294642,0.276179}
RELATION_GENEHPOTERM_journal.pone.0077806.pdf_487_487_15_15_17_17	CD9/HP:0002861|Melanoma	{15}	{17}	{Fan,J,",",Zhu,GZ,",",Niles,RM,(,2010,),Expression,and,function,of,CD9,in,melanoma,cells,.}	{"doi :10.1016 / S0001-7310 ( 05 ) 73029-5 .","PubMed : 16476329 ."}	{"Mol Carcinog 49 : 85-93 .","PubMed : 19777564 ."}	0.92	0.87	1	{EXT_NGRAM_[of]_[cell],POS_SEQ_[IN],DEP_PATH_[@nn-prep_in|cell],MIN_VERB_GENE_[NULL]_HPO_[NULL],INT_NGRAM_[in]_[in],WORD_SEQ_NER_[in],WORD_SEQ_[in]}	{2.10042,-1.30502,1.1285,-0.904981,0.667067,0.401392,0.401392}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0024539.pdf_430_430_23_23_19_20_UNSUP	DYT1/HP:0001304|Torsion dystonia	{23}	{19,20}	{Furukawa,Y,",",Hornykiewicz,O,",",Fahn,S,",",Kish,SJ,(,2000,),Striatal,dopamine,in,early-onset,primary,torsion,dystonia,with,the,DYT1,mutation,.}	{"Yokoi F , Dang l \\\\ ’ 1T , Nlitsui S , LiJ , Li Y ( 2008 ) Nlotor deﬁcits and hyperactivity in cerebral cortex-speciﬁc Dytl conditional knockout mice .","J Biochem 143 : 39447 ."}	{"Neurology 54 : 119341195 .","Augood SJ , Hollingsworth Z , Al1 ) ers DS , Yang L , Leung JC , et al. ( 2002 ) Dopamine transmission in DYT1 dystonia : a biochemical and autoradiogra ~ phical study ."}	0.956	0.776	0.998	{INV_DEP_PATH_[nn-prep_with|mutation@prep_in],INV_POS_SEQ_[IN_DT],INV_EXT_NGRAM_[primary]_[mutation],INV_MIN_VERB_GENE_[NULL]_HPO_[NULL],INV_INT_NGRAM_[with]_[the],"INV_WORD_SEQ_NER_[with the]","INV_WORD_SEQ_[with the]"}	{2.06886,-1.50755,1.36345,-0.777022,0.534557,0.371269,0.371269}
RELATION_GENEHPOTERM_journal.pone.0078632.pdf_509_509_20_20_24_26	AGPAT2/HP:0009059|Congenital generalized lipodystrophy	{20}	{24,25,26}	{Agarvval,AK,",",Arioglu,E,",",De,Almeida,S,",",Akkoc,N,",",Taylor,SI,et,al.,(,2002,),AGPAT2,is,mutated,in,congenital,generalized,lipodystrophy,linked,to,chromosome,9q34,.}	{"doi :10.1016 / S1043-2760 ( 03 ) 00078-X .","PubMed : 12826327 ."}	{"Nat Genet 31 : 21-23 .","doi :10.1038 / ng880 ."}	0.972	0.176	1	{VERB_[mutated],INT_NGRAM_[be]_[in],VERB_[is],"WORD_SEQ_NER_[be mutate in]","WORD_SEQ_[be mutate in]",EXT_NGRAM_[)]_[link],POS_SEQ_[VBZ_VBN_IN],MIN_VERB_GENE_[mutate]_HPO_[mutate],DEP_PATH_[dep-appos|SI-dep|PERSON-appos|PERSON-nsubjpass|ak@prep_in]}	{1.8743,0.901131,-0.872278,0.849171,0.849171,0.836213,-0.473801,-0.239542,0}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0049984.pdf_42_42_11_11_17_21_UNSUP	SLC26A4/HP:0011387|Enlarged vestibular aqueduct	{11}	{17,20,21}	{It,is,an,autosomal,recessive,disorder,caused,by,biallelic,mutations,in,SLC26A4,resulting,in,hearing,loss,",",enlargement,of,the,vestibular,aqueduct,(,EVA,),and,iodine,organiﬁcation,defect,in,the,thyroid,gland,[,8,],.}	{"secretion [ 5 ] .","Malfunction of pendrin leads to Pendred syndrome ( PS ) and non-syndromic DFNB4 deafness with EVA IW Pendred syndrome ( PS ) is the most common form of syndromic deafness and accounts for about 10 % of hereditary hearing impairment [ 7 ] ."}	{"EVA , diagnosed based on the criteria of a greater than 1.5-mm diameter at the midpoint between the common crus and the external aperture , is detected in the ears of patients with PS by computed tomography ( CT ) and magnetic resonance imaging ( MRI ) [ 9 ] .","EVA is the most common form of inner ear malformations associated with prelingual or postlingual sensorineural hearing loss , and is an important feature of PS [ 10 ] ."}	0.948	0.456	1	{EXT_NGRAM_[in]_[(],BETW_2_GRAM_[hearing_loss],"BETW_2_GRAM_[loss_,]","INT_NGRAM_[result]_[,]",BETW_2_GRAM_[result_in],VERB_[resulting],"POS_SEQ_[VBG_IN_NN_NN_,]","WORD_SEQ_[result in hearing loss ,]",DEP_PATH_[@nn-prep_of|)-appos|enlargement-prep_in|loss-partmod|result],BETW_2_GRAM_[in_hearing],"WORD_SEQ_NER_[result in hearing loss ,]",MIN_VERB_GENE_[cause]_HPO_[result]}	{1.20433,1.17897,0.743079,-0.618589,0.346623,-0.237997,0.0884551,0.0884551,0.0884551,0.0884551,0.0884551,0.0848986}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0091598.pdf_317_317_25_25_30_32_UNSUP	TBX1/HP:0001636|Tetralogy of Fallot	{25}	{30,32}	{Griﬂin,HR,",",Topf,A,",",Glen,E,",",Zweier,C,",",Stuart,AG,",",et,al.,(,2010,),Systematic,survey,of,variants,in,TBX1,in,non,~,syndromic,tetralogy,of,Fallot,identiﬁes,a,novel,57,base,pair,deletion,that,reduces,transcriptional,activity,1,),ut,ﬁnds,no,evidence,for,association,with,common,variants,.}	{"J Med Genet 47 : 321 — 331 .","7 ."}	{"Heart 96 : 165141655 .","8 ."}	0.956	0.804	0.998	{INT_NGRAM_[in]_[syndromic],EXT_NGRAM_[in]_[identiﬁes],"WORD_SEQ_[in non ~ syndromic]","WORD_SEQ_NER_[in non ~ syndromic]",DEP_PATH_[prep_in-prep_of|variant-dobj|survey@prep_of-prep_in|tetralogy],POS_SEQ_[IN_JJ_NN_JJ],MIN_VERB_GENE_[identiﬁes]_HPO_[identiﬁes]}	{1.35244,0.647008,0.492659,0.492659,0.260753,-0.111289,0.0174094}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0038543.pdf_237_237_0_0_7_7_UNSUP	PRRT2/HP:0100660|Dyskinesia	{0}	{7}	{PRRT2,mutations,in,patients,with,paroxysmal,kinesigenic,dyskinesia,with,infantile,convulsions,(,PKD/IC,),.}	{"B79 880 10121013 1023","Figure 2 ."}	{"Twenty — one different mutations have been identified in PRRT2 in familial and sporadic PKD/IC patients , with the majority resulting in a truncation of the PRRT2 protein .","p. R217Efs * 12 is particularly common and accounts for 75.5 % ( 71/94 ) of the patients with PRRT2 mutations ."}	0.982	0.896	0.996	{BETW_2_GRAM_[mutation_in],MIN_VERB_GENE_[NULL]_HPO_[NULL],INT_NGRAM_[mutation]_[kinesigenic],BETW_2_GRAM_[in_patient],DEP_PATH_[nn@prep_with-prep_in|patient],BETW_2_GRAM_[paroxysmal_kinesigenic],BETW_2_GRAM_[with_paroxysmal],BETW_2_GRAM_[patient_with],EXT_NGRAM_[NULL]_[with],"WORD_SEQ_NER_[mutation in patient with paroxysmal kinesigenic]","WORD_SEQ_[mutation in patient with paroxysmal kinesigenic]",POS_SEQ_[NNS_IN_NNS_IN_JJ_JJ]}	{2.35837,-0.904981,0.889297,0.577003,-0.469785,0.416588,0.285076,-0.218305,0.195877,0.134921,0.134921,0.106956}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0066281.pdf_64_64_11_11_31_32_UNSUP	EWS/HP:0012254|Ewing's sarcoma	{11}	{31,32}	{During,the,last,years,we,have,used,an,inducible,model,of,EWS,/,FLIl,knockdown,in,combination,with,whole,gene,expression,analysis,to,identify,and,characterize,EWS/FLIl,target,genes,relevant,for,Ewing,sarcoma,tumorigenesis,(,[,"8,9,36",],),.}	{"These ﬁndings suggest that therapeutic strategies based in the administration of LOX propeptide or functional analogues could be useful for the treatment of this devastating paediatric cancer .",Results}	{"Review of these datasets ( GEO accession number GSE36007 ) indicated that one of the genes that showed a more intense and consistent downregulation by EWS/FLI1 was the enzyme lysyl oxidase ( LOX , Protein-lysine 6-oxidase EC 1.4.3.13 ) .","Consequently , we decided to study the regulation of LOX by EWS/FLIl and the functional implications of this downregulation ."}	0.93	0.188	0.998	{VERB_[identify],BETW_2_GRAM_[combination_with],BETW_2_GRAM_[in_combination],BETW_2_GRAM_[analysis_to],EXT_NGRAM_[of]_[tumorigenesis],BETW_2_GRAM_[/_flil],BETW_2_GRAM_[characterize_ews/flil],BETW_2_GRAM_[ews/flil_target],BETW_2_GRAM_[flil_knockdown],BETW_2_GRAM_[gene_relevant],BETW_2_GRAM_[expression_analysis],BETW_2_GRAM_[whole_gene],BETW_2_GRAM_[relevant_for],BETW_2_GRAM_[knockdown_in],INT_NGRAM_[/]_[for],BETW_2_GRAM_[target_gene],BETW_2_GRAM_[to_identify],VERB_[characterize],MIN_VERB_GENE_[use]_HPO_[identify],BETW_2_GRAM_[identify_and],BETW_2_GRAM_[with_whole],BETW_2_GRAM_[gene_expression],BETW_2_GRAM_[and_characterize]}	{-1.56213,-0.911842,0.809897,-0.782967,0.731568,0.656101,0.473645,0.473645,0.473645,0.473645,0.429593,0.39904,0.363559,0.335781,-0.319962,0.265965,-0.253184,-0.223533,0.206099,0.182781,0.176835,0.0998476,-0.0581762}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0053831.pdf_706_706_25_25_27_28_UNSUP	PYCR1/HP:0000973|Cutis laxa	{25}	{27,28}	{Reversade,B,",",Escande-Beillard,N,",",Dimopoulou,A,",",Fischer,B,",",Chng,SC,",",et,al.,(,2009,),l,"\\\\",’,Iutations,in,PYCR1,cause,cutis,laxa,with,progeroid,features,.}	{"Int Angiol 29:33 — 42 .","35 ."}	{"Nat Genet 4l : l0l6 — l02l .","36 ."}	0.968	0.31	0.982	{EXT_NGRAM_[in]_[with],POS_SEQ_[NN],WORD_SEQ_[cause],WORD_SEQ_NER_[cause],INT_NGRAM_[cause]_[cause],MIN_VERB_GENE_[NULL]_HPO_[NULL],DEP_PATH_[nn@]}	{2.02351,-1.93217,1.37809,1.37809,1.29188,-0.904981,-0.439924}
RELATION_GENEHPOTERM_journal.pone.0012262.pdf_2025_2025_28_28_42_43	PKP1/HP:0001030|Fragile skin	{28}	{42,43}	{Sprecher,E,",",l,"\\\\",’,Iolho-Pessach,V,",",Ingber,A,",",Sagi,E,",",Indelman,NI,",",et,al.,(,2004,),Homozygous,splice,site,mutations,in,PKP1,result,in,loss,of,epidermal,plakophilin,1,expression,and,underlie,ectodermal,dysplasia,/,skin,fragility,syndrome,in,two,consanguineous,families,.}	{"Boralevi F , Haftek NI , Vabres P , Lepreux S , Goizet C , et al. ( 2005 ) Hereditary mucoepithelial dysplasia : clinical , ultrastructural and genetic study of eight patients and literature review .","BrJ Dermatol 153 : 3104318 ."}	{"J Invest Dermatol 122 : 6474651 .","Cheng X , l \\\\ ’ Iihindukulasuriya K , Den Z , Kowalczyk AP , Calkins CC , et al. ( 2004 ) Assessment of splice variant-specific functions of desmocollin 1 in the skin ."}	0.99	0.924	0.998	{EXT_NGRAM_[in]_[syndrome],BETW_2_GRAM_[of_epidermal],BETW_2_GRAM_[loss_of],SINGLE_VERB_[underlie],BETW_2_GRAM_[ectodermal_dysplasium],BETW_2_GRAM_[in_loss],BETW_2_GRAM_[result_in],MIN_VERB_[underlie],BETW_2_GRAM_[and_underlie],BETW_2_GRAM_[1_expression],BETW_2_GRAM_[expression_and],INT_NGRAM_[result]_[/],BETW_2_GRAM_[underlie_ectodermal],BETW_2_GRAM_[plakophilin_1],BETW_2_GRAM_[epidermal_plakophilin],BETW_2_GRAM_[dysplasium_/]}	{2.15997,0.928439,0.659038,0.449425,-0.415356,-0.392264,0.346623,0.331145,0.282273,-0.247365,0.215229,-0.0356078,0,0,0,0}
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_18752.pdf_10_10_30_30_3_3_UNSUP	CBS/HP:0002156|Homocystinuria	{30}	{3}	{Article,hi5f0U/I,Classical,homocystinuria,is,the,most,commonly,inherited,disorder,of,sulfur,metabolism,",",caused,by,the,genetic,Accepted,24,October,2013,alterations,in,human,cystathionine,beta,—,synthase,(,CBS,),gene,.}	{"High prevalence of cerebral venous sinus thrombosis ( CVST ) as ® CrossMark presentation of cystathionine beta — synthase deﬁciency in childhood : Molecular and clinical ﬁndings of Turkish probands Mehmet Karaca 3 , Burcu Hismi b , Riza Koksal Ozgul ' 3 ' “ , Sefayet Karaca d , Didem Yucel Yilmaz b , Turgay Coskun b , Hatice Serap Sivri ' 3 , Aysegul Tokatli ' 3 , Ali Dursun ' ° ' * 3 Aksaray University , Faculty of Science and Arts , Department of Biology , Aksaray , Turkey ‘’ Hacettepe University , Faculty of Medicine , Pediatrics Department , Unit of Metabolism , Ankara , Turkey ‘ Hacettepe University , Institute of Child Health , Ankara , Turkey d Aksaray University , School of Health Science , Aksaray , Turkey","ARTICLE INFO ABSTRACT"}	{"In this study , we present comprehensive clinical Available ° ““ “ e 5 November 2013 ﬁndings and the genetic basis of homocystinuria in a cohort of Turkish patients .","Excluding some CBS mutations , detailed genotype — phenotype correlation for different CBS mutations has not been established in literature ."}	0.942	0.014	0.976	{INV_VERB_[inherited],BETW_2_GRAM_[beta_—],INV_INT_NGRAM_[be]_[(],INV_VERB_[is],BETW_2_GRAM_[by_the],INV_VERB_[caused],BETW_2_GRAM_[synthase_(],"BETW_2_GRAM_[metabolism_,]",BETW_2_GRAM_[inherit_disorder],BETW_2_GRAM_[disorder_of],BETW_2_GRAM_[alteration_in],BETW_2_GRAM_[the_most],BETW_2_GRAM_[the_genetic],BETW_2_GRAM_[most_commonly],BETW_2_GRAM_[sulfur_metabolism],BETW_2_GRAM_[—_synthase],BETW_2_GRAM_[accepted_24],BETW_2_GRAM_[genetic_accepted],BETW_2_GRAM_[October_2013],BETW_2_GRAM_[cystathionine_beta],BETW_2_GRAM_[24_October],BETW_2_GRAM_[of_sulfur],BETW_2_GRAM_[2013_alteration],INV_MIN_VERB_GENE_[be]_HPO_[cause],BETW_2_GRAM_[in_human],BETW_2_GRAM_[human_cystathionine],"BETW_2_GRAM_[,_cause]",INV_EXT_NGRAM_[classical]_[)],BETW_2_GRAM_[be_the],BETW_2_GRAM_[cause_by],BETW_2_GRAM_[commonly_inherit]}	{1.2171,0.877726,-0.818879,-0.784726,-0.674432,0.671324,-0.606503,0.595284,-0.58529,0.566174,0.492715,-0.406861,0.382246,-0.220465,0.216072,0.216072,0.216072,0.216072,0.216072,0.216072,0.216072,0.216072,0.216072,-0.211377,0.208828,0.191557,0.149466,-0.128762,-0.127678,0.0386857,0.0307892}
RELATION_GENEHPOTERM_SCPDFS_18913.pdf_118_118_6_6_15_17	SCN2A/HP:0010864|Intellectual disability, severe	{6}	{15,16,17}	{Recently,",",in,other,studies,some,SCN2A,mutations,have,been,linked,to,Ohtahara,syndrome,",",severe,intellectual,disability,and,autism,without,seizures,",",further,expanding,the,phenotypes,due,to,SCN2A,(,Nakamura,et,al.,",",2013,;,Shi,et,al.,",",2012,;,Touma,et,al.,",",2013,),.}	{"The EEG revealed multifocal cortical dysfunction over bilateral hemisphere areas but no evidence of epileptiform discharge .","SCN2A mutations have been associated with generalized epilepsy with febrile seizure plus , benign familial neonatal — infantile seizures , intractable epilepsies , infantile spasms , and severe myoclonic epilepsy of infancy ( Ogiwara et al. , 2009 ; Rauch et al. , 2012 ; Sanders et al. , 2012 ) ."}	{"A potentially pathogenetic mutation of SCN3A has been found in only one patient with cryptogenic pediatric partial epilepsy , even if the contribution of this gene to childhood epilepsy should be further evaluated ( Holland et al. , 2008 ) .","The epilepsy in the patient reported by Bartnik et al. ( 2011 ) was minimal compared to more severe epilepsy in other patients with missense mutations of SCN2A ."}	1	0.952	1	{BETW_2_GRAM_[mutation_have],"INT_NGRAM_[mutation]_[,]","BETW_2_GRAM_[syndrome_,]",VERB_[have],VERB_[been],VERB_[linked],BETW_2_GRAM_[ohtahara_syndrome],BETW_2_GRAM_[link_to],BETW_2_GRAM_[be_link],MIN_VERB_[link],EXT_NGRAM_[some]_[and],BETW_2_GRAM_[have_be],BETW_2_GRAM_[to_ohtahara]}	{2.85236,2.51721,0.741441,-0.532085,0.396765,0.366869,0.290203,0.259463,0.166057,0.131737,0.0603281,-0.0149825,0}
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_43292.pdf_272_272_18_18_2_2_UNSUP	NF2/HP:0002858|Meningioma	{18}	{2}	{Deletions,in,meningioma,tumor,DNA,(,M.,H.,Ruttledge,et,al.,",",unpublished,data,),and,studies,in,NF2,families,(,Ruttledge,et,al.,",",1993,;,Rouleau,et,al.,",",1993,;,Trofatter,et,at,",",1993,),indicate,that,human,chromosome,22q12,harbors,genes,that,are,involved,in,oncogenesis,.}	{"Therefore , the predicted intervening genomic distance is 1350 kb ( van den Engh et al. , 1992 ) .",DISCUSSION}	{"We have mapped this region using complementary molecular genetic and cytogenetic techniques .","Twenty-nine chromosome 22 — speciﬁc markers have been assigned and ordered between D22S212 and D22S158 , resulting in a detailed physical map covering the majority of this region ."}	0.932	0.56	0.998	{"BETW_2_GRAM_[al._,]",INV_EXT_NGRAM_[in]_[family],BETW_2_GRAM_[et_al.],INV_MIN_VERB_[indicate],BETW_2_GRAM_[dna_(],BETW_2_GRAM_[)_and],BETW_2_GRAM_[unpublished_datum],BETW_2_GRAM_[datum_)],BETW_2_GRAM_[tumor_dna],BETW_2_GRAM_[M._H.],BETW_2_GRAM_[Ruttledge_et],BETW_2_GRAM_[(_M.],INV_INT_NGRAM_[tumor]_[in],BETW_2_GRAM_[H._Ruttledge],BETW_2_GRAM_[study_in],"BETW_2_GRAM_[,_unpublished]",BETW_2_GRAM_[and_study]}	{1.97167,1.60016,-1.51203,-1.19483,-1.07737,-0.698558,0.544232,0.500656,0.379952,0.379952,0.379952,0.379952,0.379952,0.379952,0.257878,0.0961849,-0.0797241}
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_18990.pdf_478_478_4_4_15_16_UNSUP	FBN2/HP:0002803|Congenital contracture	{4}	{15,16}	{Fibrillin,—,2,(,FBN2,),mutations,result,in,the,Marfan,—,like,disorder,",",congenital,contractural,arachnodactyly,.}	{"143A 694-698 .","Putnam , EA , Zhang , H. , Ramirez , F. , Milewicz , D.M. , 1995 ."}	{"Nat .","Genet ."}	0.964	0.144	0.974	{BETW_2_GRAM_[mutation_result],EXT_NGRAM_[(]_[arachnodactyly],BETW_2_GRAM_[Marfan_—],BETW_2_GRAM_[—_like],BETW_2_GRAM_[like_disorder],BETW_2_GRAM_[in_the],MIN_VERB_[result],BETW_2_GRAM_[the_Marfan],"INT_NGRAM_[)]_[,]","BETW_2_GRAM_[disorder_,]",BETW_2_GRAM_[result_in],SINGLE_VERB_[result],BETW_2_GRAM_[)_mutation]}	{2.09011,1.80675,1.11843,-0.820835,-0.688227,-0.669327,-0.652669,0.627812,-0.505877,0.464092,0.346623,0.276179,-0.187681}
RELATION_GENEHPOTERM_SCPDFS_3213.pdf_588_588_0_0_13_13	PAX6/HP:0000528|Anophthalmia	{0}	{13}	{PAX6,gene,dosage,effect,in,a,family,with,congenital,cataracts,",",aniridia,",",anophthalmia,and,central,nervous,system,defects,.}	{"S.R. , Favor .","J. , Maas , R.L. , 1994 ."}	{"Nat .","Genet ."}	1	0.9	0.94	{BETW_2_GRAM_[gene_dosage],BETW_2_GRAM_[with_congenital],"INT_NGRAM_[gene]_[,]",BETW_2_GRAM_[family_with],MIN_VERB_GENE_[NULL]_HPO_[NULL],BETW_2_GRAM_[a_family],"BETW_2_GRAM_[aniridium_,]","BETW_2_GRAM_[,_aniridium]",BETW_2_GRAM_[dosage_effect],EXT_NGRAM_[NULL]_[and],"BETW_2_GRAM_[cataract_,]",BETW_2_GRAM_[congenital_cataract],BETW_2_GRAM_[in_a],BETW_2_GRAM_[effect_in]}	{1.5492,1.49245,1.16335,1.14728,-0.904981,0.866155,0.460063,0.446785,0.372413,-0.282663,0.280147,-0.189883,0.146914,0.0179646}
RELATION_GENEHPOTERM_SCPDFS_22683.pdf_230_230_7_7_31_31	BCL2/HP:0003006|Neuroblastoma	{7}	{31}	{Recent,studies,have,implicated,disrupted,expression,of,BCL2,in,a,wide,variety,of,human,cancers,",",including,breast,",",pancreas,",",colorectal,",",lung,",",prostate,",",gastric,",",renal,",",neuroblastoma,",",and,both,acute,and,chronic,leukemias,(,Bhargava,et,al.,",",1994,;,Reed,",",1995,;,Bold,et,al.,",",2001,),.}	{"The latter suggestion is being investigated in a mbr + / mbr — heterozygous Nalm-6 cell line that we have recently constructed ( unpublished ) .","The t ( 14 ; 18 ) translocation event is not the only cause of BCL2 dysﬁinction in neoplastic cells ."}	{"Diverse mechanisms are likely to account for the dysregulation of bcl — 2 gene expression in these different neoplasms .","Such variable functions could be mediated through the bcl — 2 mbr region ."}	0.98	0.904	0.99	{"BETW_2_GRAM_[,_prostate]",BETW_2_GRAM_[human_cancer],BETW_2_GRAM_[include_breast],BETW_2_GRAM_[wide_variety],"BETW_2_GRAM_[,_lung]",MIN_VERB_[disrupt],"BETW_2_GRAM_[colorectal_,]",BETW_2_GRAM_[a_wide],"BETW_2_GRAM_[pancreas_,]",BETW_2_GRAM_[variety_of],"INT_NGRAM_[in]_[,]","EXT_NGRAM_[of]_[,]","BETW_2_GRAM_[,_gastric]",VERB_[including],"BETW_2_GRAM_[renal_,]","BETW_2_GRAM_[,_colorectal]","BETW_2_GRAM_[,_pancreas]","BETW_2_GRAM_[,_renal]","BETW_2_GRAM_[lung_,]",BETW_2_GRAM_[of_human],BETW_2_GRAM_[in_a],"BETW_2_GRAM_[gastric_,]","BETW_2_GRAM_[cancer_,]","BETW_2_GRAM_[prostate_,]","BETW_2_GRAM_[breast_,]","BETW_2_GRAM_[,_include]"}	{1.9929,1.76773,-1.17417,1.08845,-0.866043,-0.862081,0.617344,0.589118,0.525977,0.477958,-0.331445,0.323105,0.311447,-0.294335,-0.285237,0.276085,0.260618,-0.19406,-0.180193,-0.164371,0.146914,-0.135903,0.132878,0.0821601,0.0597901,-0.0577911}
